ID,Text,Confidence,Time,Save Path,Duration
0,['XC7ATOOT'],0.7957061529159546,,./output,
1,['FTG256ABX14'],0.7957061529159546,,./output,
2,['XILINXO'],0.7515002489089966,,./output,
3,['050404140'],0.7515002489089966,,./output,
4,['TaIWAN'],0.7515002489089966,,./output,
