ID,Text,Confidence,Time,Save Path,Duration
0,['Xc7aTOOT'],0.7957061529159546,,./output,
1,['050404140'],0.7957061529159546,,./output,
2,['ARTIX  7'],0.4862648546695709,,./output,
3,"['3', 'Ftg256aBX1449']",0.4862648546695709,,./output,
